Designator,Mid X,Mid Y,Rotation,Layer
C1,125.5,-73.5,180.0,top
J1,167.615,-61.005,180.0,bottom
R3,142.345,-69.5,0.0,top
R4,142.345,-72.0,0.0,top
SW1,131.75,-66.75,180.0,top
U1,154.0,-67.0,0.0,top
U2,104.0,-70.5,0.0,top
U3,129.575,-74.25,180.0,top
